partner,source_sheet,section,entity,metric,student_group,school_year,value,notes,record_type,student_count,category,location,period,circulation,program_attendance,visitation,enrollment_count,books_read,met_minimum,books_distributed
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Robeson County Schools,Student Enrollment,,2016-17,459,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Robeson County Schools,Student Enrollment,,2017-18,439,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Robeson County Schools,Student Enrollment,,2018-19,468,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Robeson County Schools,Student Enrollment,,2019-20,473,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Robeson County Schools,Student Enrollment,,2020-21,432,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Robeson County Schools,Student Enrollment,,2021-22,421,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Robeson County Schools,Student Enrollment,,2022-23,406,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Robeson County Schools,Student Enrollment,,2023-24,406,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Robeson County Schools,Student Enrollment,,2024-25,406,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,State of North Carolina,Student Enrollment,,2016-17,490,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,State of North Carolina,Student Enrollment,,2017-18,483,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,State of North Carolina,Student Enrollment,,2018-19,477,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,State of North Carolina,Student Enrollment,,2019-20,470,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,State of North Carolina,Student Enrollment,,2020-21,433,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,State of North Carolina,Student Enrollment,,2021-22,439,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,State of North Carolina,Student Enrollment,,2022-23,445,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,State of North Carolina,Student Enrollment,,2023-24,446,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,State of North Carolina,Student Enrollment,,2024-25,452,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Pembroke Elementary,Students Enrolled in Preschool,,2016-17,--,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Pembroke Elementary,Students Enrolled in Preschool,,2017-18,31,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Pembroke Elementary,Students Enrolled in Preschool,,2018-19,31,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Pembroke Elementary,Students Enrolled in Preschool,,2019-20,32,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Pembroke Elementary,Students Enrolled in Preschool,,2020-21,31,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Pembroke Elementary,Students Enrolled in Preschool,,2021-22,30,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Pembroke Elementary,Students Enrolled in Preschool,,2022-23,31,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Pembroke Elementary,Students Enrolled in Preschool,,2023-24,32,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Pembroke Elementary,Students Enrolled in Preschool,,2024-25,31,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Robeson County Schools,Students Enrolled in Preschool,,2016-17,--,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Robeson County Schools,Students Enrolled in Preschool,,2017-18,477,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Robeson County Schools,Students Enrolled in Preschool,,2018-19,319,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Robeson County Schools,Students Enrolled in Preschool,,2019-20,424,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Robeson County Schools,Students Enrolled in Preschool,,2020-21,341,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Robeson County Schools,Students Enrolled in Preschool,,2021-22,400,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Robeson County Schools,Students Enrolled in Preschool,,2022-23,422,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Robeson County Schools,Students Enrolled in Preschool,,2023-24,434,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Robeson County Schools,Students Enrolled in Preschool,,2024-25,438,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,State of North Carolina,Students Enrolled in Preschool,,2016-17,--,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,State of North Carolina,Students Enrolled in Preschool,,2017-18,21428,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,State of North Carolina,Students Enrolled in Preschool,,2018-19,21897,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,State of North Carolina,Students Enrolled in Preschool,,2019-20,22514,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,State of North Carolina,Students Enrolled in Preschool,,2020-21,18183,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,State of North Carolina,Students Enrolled in Preschool,,2021-22,21466,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,State of North Carolina,Students Enrolled in Preschool,,2022-23,22661,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,State of North Carolina,Students Enrolled in Preschool,,2023-24,23779,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,State of North Carolina,Students Enrolled in Preschool,,2024-25,23757,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2017-18,134,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2018-19,113,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2019-20,141,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2020-21,121,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2021-22,114,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2022-23,100,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2023-24,115,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2024-25,97,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2017-18,112,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2018-19,124,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2019-20,121,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2020-21,106,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2021-22,109,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2022-23,122,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2023-24,107,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2024-25,112,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,AI/AN Student Enrollment,AI/AN Student Enrollment,,2017-18,670,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,AI/AN Student Enrollment,AI/AN Student Enrollment,,2018-19,643,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,AI/AN Student Enrollment,AI/AN Student Enrollment,,2019-20,665,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,AI/AN Student Enrollment,AI/AN Student Enrollment,,2020-21,637,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,AI/AN Student Enrollment,AI/AN Student Enrollment,,2021-22,592,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,AI/AN Student Enrollment,AI/AN Student Enrollment,,2022-23,572,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,AI/AN Student Enrollment,AI/AN Student Enrollment,,2023-24,580,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,AI/AN Student Enrollment,AI/AN Student Enrollment,,2024-25,559,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Total Student Enrollment,Total Student Enrollment,,2017-18,612,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Total Student Enrollment,Total Student Enrollment,,2018-19,784,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Total Student Enrollment,Total Student Enrollment,,2019-20,783,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Total Student Enrollment,Total Student Enrollment,,2020-21,758,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Total Student Enrollment,Total Student Enrollment,,2021-22,719,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Total Student Enrollment,Total Student Enrollment,,2022-23,692,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Total Student Enrollment,Total Student Enrollment,,2023-24,704,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Total Student Enrollment,Total Student Enrollment,,2024-25,703,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Grade Level Proficient – All students,Grade Level Proficient – All students,,2020-21,0.277,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Grade Level Proficient – All students,Grade Level Proficient – All students,,2021-22,0.34,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Grade Level Proficient – All students,Grade Level Proficient – All students,,2022-23,0.275,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Grade Level Proficient – All students,Grade Level Proficient – All students,,2023-24,0.34,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Grade Level Proficient – All students,Grade Level Proficient – All students,,2024-25,0.441,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Grade Level Proficient – AI/AN students,Grade Level Proficient – AI/AN students,,2020-21,0.274,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Grade Level Proficient – AI/AN students,Grade Level Proficient – AI/AN students,,2021-22,0.364,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Grade Level Proficient – AI/AN students,Grade Level Proficient – AI/AN students,,2022-23,0.272,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Grade Level Proficient – AI/AN students,Grade Level Proficient – AI/AN students,,2023-24,0.349,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Grade Level Proficient – AI/AN students,Grade Level Proficient – AI/AN students,,2024-25,0.477,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Pembroke Elementary - All students,Pembroke Elementary - All students,,2021-22,28.2,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Pembroke Elementary - All students,Pembroke Elementary - All students,,2022-23,27.7,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Pembroke Elementary - All students,Pembroke Elementary - All students,,2023-24,30,,reading_assessment,,,,,,,,,,,
Lumbee,New Lumbee Reading Data,North Carolina School Report Cards,Pembroke Elementary - All students,Pembroke Elementary - All students,,2024-25,37.8,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Enrolled Students,Enrolled Students,,2015-16,277,652,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Enrolled Students,Enrolled Students,,2019-20,664,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Enrolled Students,Enrolled Students,,2020-21,702,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Enrolled Students,Enrolled Students,,2021-22,683,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Enrolled Students,Enrolled Students,,2022-23,650,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Enrolled Students,Enrolled Students,,2023-24,652,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Enrolled AI/AN Students,Enrolled AI/AN Students,,2015-16,277,610,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Enrolled AI/AN Students,Enrolled AI/AN Students,,2019-20,613,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Enrolled AI/AN Students,Enrolled AI/AN Students,,2020-21,644,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Enrolled AI/AN Students,Enrolled AI/AN Students,,2021-22,629,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Enrolled AI/AN Students,Enrolled AI/AN Students,,2022-23,601,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Enrolled AI/AN Students,Enrolled AI/AN Students,,2023-24,610,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Participation Rate,Participation Rate,,2015-16,1,0.9971,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Participation Rate,Participation Rate,,2019-20,--,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Participation Rate,Participation Rate,,2020-21,0.9624,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Participation Rate,Participation Rate,,2021-22,0.9235,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Participation Rate,Participation Rate,,2022-23,0.994,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Participation Rate,Participation Rate,,2023-24,0.9971,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Basic,Basic,,2015-16,0.55,0.96,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Basic,Basic,,2019-20,--,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Basic,Basic,,2020-21,0.78,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Basic,Basic,,2021-22,0.83,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Basic,Basic,,2022-23,0.85,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Basic,Basic,,2023-24,0.96,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Nearing Proficient,Nearing Proficient,,2015-16,0.21,0.06,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Nearing Proficient,Nearing Proficient,,2019-20,--,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Nearing Proficient,Nearing Proficient,,2020-21,0.12,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Nearing Proficient,Nearing Proficient,,2021-22,0.07,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Nearing Proficient,Nearing Proficient,,2022-23,0.06,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Nearing Proficient,Nearing Proficient,,2023-24,0.06,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Proficient,Proficient,,2015-16,0.07,0.05,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Proficient,Proficient,,2019-20,--,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Proficient,Proficient,,2020-21,0.07,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Proficient,Proficient,,2021-22,0.07,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Proficient,Proficient,,2022-23,0.06,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Proficient,Proficient,,2023-24,0.05,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Advanced,Advanced,,2015-16,0.17,--,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Advanced,Advanced,,2019-20,--,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Advanced,Advanced,,2020-21,--,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Advanced,Advanced,,2021-22,--,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Advanced,Advanced,,2022-23,--,,reading_assessment,,,,,,,,,,,
EBCI,New EBCI Reading Data,BIE State Education Agency Report Cards,Advanced,Advanced,,2023-24,--,,reading_assessment,,,,,,,,,,,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Santo Domingo Elementary,Early Literacy Assessment (K-2),All Students,2022-23,--,,reading_assessment,,,,,,,,,,,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Santo Domingo Elementary,Early Literacy Assessment (K-2),All Students,2023-24,0.431,,reading_assessment,,,,,,,,,,,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Santo Domingo Elementary,Early Literacy Assessment (K-2),All Students,2024-25,0.454,,reading_assessment,,,,,,,,,,,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Bernalillo Public Schools,Early Literacy Assessment (K-2),All Students,2022-23,--,,reading_assessment,,,,,,,,,,,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Bernalillo Public Schools,Early Literacy Assessment (K-2),All Students,2023-24,0.323,,reading_assessment,,,,,,,,,,,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Bernalillo Public Schools,Early Literacy Assessment (K-2),All Students,2024-25,0.399,,reading_assessment,,,,,,,,,,,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,State of New Mexico,Early Literacy Assessment (K-2),All Students,2022-23,--,,reading_assessment,,,,,,,,,,,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,State of New Mexico,Early Literacy Assessment (K-2),All Students,2023-24,0.346,,reading_assessment,,,,,,,,,,,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,State of New Mexico,Early Literacy Assessment (K-2),All Students,2024-25,0.405,,reading_assessment,,,,,,,,,,,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Santo Domingo Elementary,Early Literacy Assessment (K-2),NA Students,2022-23,--,,reading_assessment,,,,,,,,,,,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Santo Domingo Elementary,Early Literacy Assessment (K-2),NA Students,2023-24,0.442,,reading_assessment,,,,,,,,,,,
