partner,source_sheet,section,entity,metric,student_group,school_year,value,notes,record_type,student_count,category,location,period,circulation,program_attendance,visitation,enrollment_count,books_read,met_minimum,books_distributed
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2018-19,53,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2019-20,54,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2020-21,21,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2021-22,38,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2022-23,42,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2023-24,43,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2024-25,40,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2017-18,45,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2018-19,40,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2019-20,47,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2020-21,38,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2021-22,39,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2022-23,33,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2023-24,53,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2024-25,37,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2017-18,293,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2018-19,300,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2019-20,299,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2020-21,278,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2021-22,271,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2022-23,278,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2023-24,295,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2024-25,263,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2017-18,309,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2018-19,315,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2019-20,312,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2020-21,287,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2021-22,280,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2022-23,293,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2023-24,309,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2024-25,278,,reading_assessment,,,,,,,,,,,
Lumbee,,K-Reading Readiness Scores,,# of students,,Fall 2023,0.08,,reading_score,112,,,,,,,,,,
NC,,K-Reading Readiness Scores,,# of students,,Fall 2023,,,reading_score,35,,,,,,,,,,
SDP,,K-Reading Readiness Scores,,# of students,,Fall 2023,0.2,,reading_score,7,,,,,,,,,,
Yurok,,K-Reading Readiness Scores,,# of students,,Fall 2023,0.61,,reading_score,26,,,,,,,,,,
EBCI,,K-Reading Readiness Scores,,# of students,,Fall 2022,82% of Kindergarteners were well below the benchmark,,reading_score,,,,,,,,,,,
Lumbee,,K-Reading Readiness Scores,,# of students,,Fall 2022,0.11,,reading_score,97,,,,,,,,,,
SDP,,K-Reading Readiness Scores,,# of students,,Fall 2022,0.1904761905,,reading_score,8,,,,,,,,,,
EBCI,,K-Reading Readiness Scores,,# of students,,Fall 2021,87% of Kindergartners were well below the benchmark,,reading_score,,,,,,,,,,,
Lumbee,,K-Reading Readiness Scores,,# of students,,Fall 2021,22.5,,reading_score,,,,,,,,,,,
SDP,,K-Reading Readiness Scores,,# of students,,Fall 2021,0.2558139535,,reading_score,11,,,,,,,,,,
Lumbee,,K-Reading Readiness Scores,,# of students,,Fall 2020,*,,reading_score,,,,,,,,,,,
SDP,,K-Reading Readiness Scores,,# of students,,Fall 2020,0.5333333333,,reading_score,16,,,,,,,,,,
Lumbee,,K-Reading Readiness Scores,,# of students,,Fall 2019,58.5,,reading_score,,,,,,,,,,,
SDP,,K-Reading Readiness Scores,,# of students,,Fall 2019,0.2391304348,,reading_score,11,,,,,,,,,,
Lumbee,,K-Reading Readiness Scores,,# of students,,Fall 2018,15.8,,reading_score,,,,,,,,,,,
Lumbee,,K-Reading Readiness Scores,,# of students,,Fall 2017,27.5,,reading_score,,,,,,,,,,,
NC,,4th Grade Reading Scores,,OTHER,,Fall 2023,,,reading_score,31,,,,,,,,,,
SDP,,4th Grade Reading Scores,,# of students,,Fall 2023,0.1875,,reading_score,6,,,,,,,,,,
NC,,4th Grade Reading Scores,,OTHER,,Fall 2022,,,reading_score,33,,,,,,,,,,
SDP,,4th Grade Reading Scores,,# of students,,Fall 2022,0.125,,reading_score,5,,,,,,,,,,
Yurok,,4th Grade Reading Scores,,# of students,,Fall 2022,0.13,,reading_score,16,,,,,,,,,,
NC,,4th Grade Reading Scores,,OTHER,,Fall 2021,,,reading_score,39,,,,,,,,,,
SDP,,4th Grade Reading Scores,,# of students,,Fall 2021,0.1951219512,,reading_score,8,,,,,,,,,,
NC,,4th Grade Reading Scores,,OTHER,,Fall 2020,196,,reading_score,,,,,,,,,,,
SDP,,4th Grade Reading Scores,,# of students,,Fall 2020,0.3181818182,,reading_score,7,,,,,,,,,,
EBCI,,4th Grade Reading Scores,,# of students,,Fall 2019,196,,reading_score,,,,,,,,,,,
Lumbee,,4th Grade Reading Scores,,# of students,,Fall 2019,200,,reading_score,,,,,,,,,,,
NC,,4th Grade Reading Scores,,OTHER,,Fall 2019,198,,reading_score,,,,,,,,,,,
SDP,,4th Grade Reading Scores,,# of students,,Fall 2019,193,,reading_score,,,,,,,,,,,
EBCI,,4th Grade Reading Scores,,# of students,,Fall 2018,194,,reading_score,,,,,,,,,,,
Lumbee,,4th Grade Reading Scores,,# of students,,Fall 2018,199,,reading_score,,,,,,,,,,,
NC,,4th Grade Reading Scores,,OTHER,,Fall 2018,198,,reading_score,,,,,,,,,,,
EBCI,,4th Grade Reading Scores,,# of students,,Fall 2017,199,,reading_score,,,,,,,,,,,
NC,,4th Grade Reading Scores,,OTHER,,Fall 2017,194,,reading_score,,,,,,,,,,,
SDP,,4th Grade Reading Scores,,# of students,,Fall 2017,189,,reading_score,,,,,,,,,,,
EBCI,,4th Grade End of Grade Test Results,,GLP,,Fall 2019,No Data,,reading_score,No Data,,,,,,,,,,
EBCI,,4th Grade End of Grade Test Results,,GLP,,Fall 2018,27,,reading_score,42.6,,,,,,,,,,
EBCI,,4th Grade End of Grade Test Results,,GLP,,Fall 2017,29.1,,reading_score,42.7,,,,,,,,,,
EBCI,,,,,,,,,library_usage,,School Library,EBCI: Cherokee Elementary School,2023-24,4112,,"125-150 independent visits/week
500ish students in class visits/week",,,,
Lumbee,,,,,,,,,library_usage,,School Library,Lumbee: Pembroke Elementary School,2023-24,11338,,,,,,
NC,,,,,,,,,library_usage,,School Library,NC: Lame Deer Elementary School,2023-24,280,,380,,,,
SDP,,,,,,,,,library_usage,,School Library,SDP: Santo Domingo Elementary School,2023-24,*,,,,,,
Yurok,,,,,,,,,library_usage,,School Library,Yurok: 'O Me-nok  Learning Center,2023-24,2298,,,,,,
EBCI,,,,,,,,,library_usage,,School Library,EBCI: Cherokee Elementary School,2022-23,4028,,"720 students, pre-k - 5th gr",,,,
NC,,,,,,,,,library_usage,,School Library,NC: Lame Deer Elementary School,2022-23,293,,,,,,
Yurok,,,,,,,,,library_usage,,School Library,Yurok: 'O Me-nok  Learning Center,2022-23,3483,,,,,,
EBCI,,,,,,,,,library_usage,,School Library,EBCI: Cherokee Elementary School,2021-22,4893,,,,,,
Lumbee,,,,,,,,,library_usage,,School Library,Lumbee: Pembroke Elementary School,2021-22,12608,,,,,,
NC,,,,,,,,,library_usage,,School Library,NC: Lame Deer Elementary School,2021-22,280,,,,,,
Yurok,,,,,,,,,library_usage,,School Library,Yurok: 'O Me-nok  Learning Center,2021-22,2290,,,,,,
EBCI,,,,,,,,,library_usage,,School Library,EBCI: Cherokee Elementary School,2020-21,1986,,,,,,
Lumbee,,,,,,,,,library_usage,,School Library,Lumbee: Pembroke Elementary School,2020-21,535,,,,,,
NC,,,,,,,,,library_usage,,School Library,NC: Lame Deer Elementary School,2020-21,287,,,,,,
EBCI,,,,,,,,,library_usage,,School Library,EBCI: Cherokee Elementary School,2019-20,6404,,,,,,
Lumbee,,,,,,,,,library_usage,,School Library,Lumbee: Pembroke Elementary School,2019-20,24762,,,,,,
NC,,,,,,,,,library_usage,,School Library,NC: Lame Deer Elementary School,2019-20,312,,,,,,
EBCI,,,,,,,,,library_usage,,School Library,EBCI: Cherokee Elementary School,2018-19,10445,,,,,,
Lumbee,,,,,,,,,library_usage,,School Library,Lumbee: Pembroke Elementary School,2018-19,24004,,,,,,
NC,,,,,,,,,library_usage,,School Library,NC: Lame Deer Elementary School,2018-19,315,,,,,,
EBCI,,,,,,,,,library_usage,,School Library,EBCI: Cherokee Elementary School,2017-18,11006,,,,,,
Lumbee,,,,,,,,,library_usage,,School Library,Lumbee: Pembroke Elementary School,2017-18,26789,,,,,,
Lumbee,,,,,,,,,library_usage,,Public/Tribal Library,Lumbee: Robeson Public Library,2023-24,"13,171 total / 7,875 youth (through June 14) ",40 programs offered / 120 attendees (through May) ,6308,,,,
NC,,,,,,,,,library_usage,,Public/Tribal Library,NC: Woodenlegs Library,2023-24,2102,450,1620*,,,,
Yurok,,,,,,,,,library_usage,,Public/Tribal Library,Yurok: Del Norte Public Library,2023-24,26847,1964,3130,,,,
Lumbee,,,,,,,,,library_usage,,Public/Tribal Library,Lumbee: Robeson Public Library,2022-23,"13,159 total / 7,126 youth",53 programs offered / 300 attendees,6028,,,,
NC,,,,,,,,,library_usage,,Public/Tribal Library,NC: Woodenlegs Library,2022-23,,46,2223,,,,
Yurok,,,,,,,,,library_usage,,Public/Tribal Library,Yurok: Del Norte Public Library,2022-23,29160,1786,30000,,,,
Lumbee,,,,,,,,,library_usage,,Public/Tribal Library,Lumbee: Robeson Public Library,2021-22,"18,131 / 10,856",,,,,,
NC,,,,,,,,,library_usage,,Public/Tribal Library,NC: Woodenlegs Library,2021-22,32,190,2178,,,,
Yurok,,,,,,,,,library_usage,,Public/Tribal Library,Yurok: Del Norte Public Library,2021-22,21210,807,22500,,,,
Lumbee,,,,,,,,,library_usage,,Public/Tribal Library,Lumbee: Robeson Public Library,2020-21,"12,988 / 6,283",,,,,,
NC,,,,,,,,,library_usage,,Public/Tribal Library,NC: Woodenlegs Library,2020-21,100,30,1680,,,,
SDP,,,,,,,,,library_usage,,Public/Tribal Library,SDP: Santo Domingo Pueblo Public Library,2020-21,2059,,,,,,
Lumbee,,,,,,,,,library_usage,,Public/Tribal Library,Lumbee: Robeson Public Library,2019-20,"11,530 / 3,495",,,,,,
NC,,,,,,,,,library_usage,,Public/Tribal Library,NC: Woodenlegs Library,2019-20,80,,,,,,
SDP,,,,,,,,,library_usage,,Public/Tribal Library,SDP: Santo Domingo Pueblo Public Library,2019-20,3031,,,,,,
Lumbee,,,,,,,,,library_usage,,Public/Tribal Library,Lumbee: Robeson Public Library,2018-19,"15,914 / 5,706",,,,,,
NC,,,,,,,,,library_usage,,Public/Tribal Library,NC: Woodenlegs Library,2018-19,36,,,,,,
SDP,,,,,,,,,library_usage,,Public/Tribal Library,SDP: Santo Domingo Pueblo Public Library,2018-19,5006,,,,,,
SDP,,,,,,,,,library_usage,,Public/Tribal Library,SDP: Santo Domingo Pueblo Public Library,2017-18,4648,,,,,,
EBCI,,,,,,,,(preK enrollment count),enrollment,,Head Start,EBCI: Qualla Boundary Head Start,2023-24,,,,27.0,,,
Lumbee,,,,,,,,,enrollment,,Head Start,Lumbee: Pembroke Head Start,2023-24,,,,59.0,,,
NC,,,,,,,,Rising K: 51. r'cd by Leah from Tempe,enrollment,,Head Start,NC: Lame Deer Head Start,2023-24,,,,94.0,,,
SDP,,,,,,,,Rising Kinder PreK:,enrollment,,Head Start,SDP: Santo Domingo Pueblo Head Start,2023-24,,,,137.0,,,
Yurok,,,,,,,,"-Autumn 3/25/24 for 3 sites (total grads): Klamath, South (Eureka), and Ke'pel",enrollment,,Head Start,Yurok: 3 Yurok Tribe Head Start Sites,2023-24,,,,29.0,,,
EBCI,,,,,,,,(preK enrollment count),enrollment,,Head Start,EBCI: Qualla Boundary Head Start,2022-23,,,,46.0,,,
Lumbee,,,,,,,,,enrollment,,Head Start,Lumbee: Pembroke Head Start,2022-23,,,,59.0,,,
NC,,,,,,,,Rising K: 44. r'cd by Leah from Tempe,enrollment,,Head Start,NC: Lame Deer Head Start,2022-23,,,,85.0,,,
Yurok,,,,,,,,,enrollment,,Head Start,Yurok: 3 Yurok Tribe Head Start Sites,2022-23,,,,23.0,,,
EBCI,,,,,,,,(preK enrollment count),enrollment,,Head Start,EBCI: Qualla Boundary Head Start,2021-22,,,,35.0,,,
Lumbee,,,,,,,,,enrollment,,Head Start,Lumbee: Pembroke Head Start,2021-22,,,,59.0,,,
NC,,,,,,,,r'cd by Leah from Tempe,enrollment,,Head Start,NC: Lame Deer Head Start,2021-22,,,,57.0,,,
Yurok,,,,,,,,,enrollment,,Head Start,Yurok: 3 Yurok Tribe Head Start Sites,2021-22,,,,24.0,,,
EBCI,,,,,,,,(preK enrollment count),enrollment,,Head Start,EBCI: Qualla Boundary Head Start,2020-21,,,,75.0,,,
Lumbee,,,,,,,,,enrollment,,Head Start,Lumbee: Pembroke Head Start,2020-21,,,,59.0,,,
NC,,,,,,,,Annual report,enrollment,,Head Start,NC: Lame Deer Head Start,2020-21,,,,81.0,,,
Yurok,,,,,,,,,enrollment,,Head Start,Yurok: 3 Yurok Tribe Head Start Sites,2020-21,,,,27.0,,,
EBCI,,,,,,,,(preK enrollment count),enrollment,,Head Start,EBCI: Qualla Boundary Head Start,2019-20,,,,73.0,,,
Lumbee,,,,,,,,,enrollment,,Head Start,Lumbee: Pembroke Head Start,2019-20,,,,59.0,,,
NC,,,,,,,,Annual report,enrollment,,Head Start,NC: Lame Deer Head Start,2019-20,,,,141.0,,,
Yurok,,,,,,,,,enrollment,,Head Start,Yurok: 3 Yurok Tribe Head Start Sites,2019-20,,,,21.0,,,
Lumbee,,,,,,,,,enrollment,,Head Start,Lumbee: Pembroke Head Start,2018-19,,,,59.0,,,
NC,,,,,,,,r'cd by Leah from Tempe,enrollment,,Head Start,NC: Lame Deer Head Start,2018-19,,,,129.0,,,
NC,,,,,,,,r'cd by Leah from Tempe,enrollment,,Head Start,NC: Lame Deer Head Start,2017-18,,,,133.0,,,
EBCI,,,,,,,,"PreK: 58, K: 94, 4th: 114",enrollment,,School,EBCI: Cherokee Elementary School,2023-24,,,,710.0,,,
Lumbee,,,,,,,,"PreK: 30, K: 112, 4th: 104",enrollment,,School,Lumbee: Pembroke Elementary School,2023-24,,,,718.0,,,
NC,,,,,,,,"K: 38, 4th: 39",enrollment,,School,NC: Lame Deer Elementary School,2023-24,,,,280.0,,,
SDP,,,,,,,,"K: 38 , 4th: 32",enrollment,,School,SDP: Santo Domingo Elementary School,2023-24,,,,218.0,,,
Yurok,,,,,,,,"K: 16, 4th: 16",enrollment,,School,Yurok: O Me-nok Learning Center,2023-24,,,,94.0,,,
EBCI,,,,,,,,"PreK: 58, K: 99, 4th: 117",enrollment,,School,EBCI: Cherokee Elementary School,2022-23,,,,625.0,,,
Lumbee,,,,,,,,"PreK: 31, K: 100, 4th: 122",enrollment,,School,Lumbee: Pembroke Elementary School,2022-23,,,,692.0,,,
NC,,,,,,,,"K: 42, 4th: 33",enrollment,,School,NC: Lame Deer Elementary School,2022-23,,,,293.0,,,
SDP,,,,,,,,"K: 42, 4th: 43",enrollment,,School,SDP: Santo Domingo Elementary School,2022-23,,,,246.0,,,
Yurok,,,,,,,,"K: 11, 4th: 15",enrollment,,School,Yurok: O Me-nok Learning Center,2022-23,,,,95.0,,,
EBCI,,,,,,,,"PreK: 47, K: 114, 4th: 102",enrollment,,School,EBCI: Cherokee Elementary School,2021-22,,,,627.0,,,
Lumbee,,,,,,,,"PreK: 30, K: 114, 4th: 109",enrollment,,School,Lumbee: Pembroke Elementary School,2021-22,,,,719.0,,,
NC,,,,,,,,"K: 38, 4th: 39",enrollment,,School,NC: Lame Deer Elementary School,2021-22,,,,280.0,,,
SDP,,,,,,,,"K: 49, 4th: 51",enrollment,,School,SDP: Santo Domingo Elementary School,2021-22,,,,261.0,,,
Yurok,,,,,,,,"K: 18, 4th: 11",enrollment,,School,Yurok: O Me-nok Learning Center,2021-22,,,,98.0,,,
EBCI,,,,,,,,"PreK: 38, K: 113, 4th: 111",enrollment,,School,EBCI: Cherokee Elementary School,2020-21,,,,641.0,,,
Lumbee,,,,,,,,"PreK: 31, K: 121, 4th: 106",enrollment,,School,Lumbee: Pembroke Elementary School,2020-21,,,,758.0,,,
NC,,,,,,,,"K: 21, 4th: 38",enrollment,,School,NC: Lame Deer Elementary School,2020-21,,,,287.0,,,
SDP,,,,,,,,"K: 44, 4th: 29",enrollment,,School,SDP: Santo Domingo Elementary School,2020-21,,,,255.0,,,
Yurok,,,,,,,,"K: 23, 4th: 18",enrollment,,School,Yurok: O Me-nok Learning Center,2020-21,,,,104.0,,,
EBCI,,,,,,,,"PreK: 40, K: 143, 4th: 104",enrollment,,School,EBCI: Cherokee Elementary School,2019-20,,,,606.0,,,
Lumbee,,,,,,,,"PreK: 32, K: 141, 4th: 121",enrollment,,School,Lumbee: Pembroke Elementary School,2019-20,,,,783.0,,,
NC,,,,,,,,"K: 54, 4th: 47",enrollment,,School,NC: Lame Deer Elementary School,2019-20,,,,312.0,,,
SDP,,,,,,,,"K: 48, 4th: 42",enrollment,,School,SDP: Santo Domingo Elementary School,2019-20,,,,261.0,,,
Yurok,,,,,,,,"K: 24, 4th: 7",enrollment,,School,Yurok: O Me-nok Learning Center,2019-20,,,,107.0,,,
EBCI,,,,,,,,"PreK: 40, K: 113, 4th: 84",enrollment,,School,EBCI: Cherokee Elementary School,2018-19,,,,547.0,,,
Lumbee,,,,,,,,"PreK: 31, K: 113, 4th: 124",enrollment,,School,Lumbee: Pembroke Elementary School,2018-19,,,,784.0,,,
NC,,,,,,,,"K: 53, 4th: 40",enrollment,,School,NC: Lame Deer Elementary School,2018-19,,,,315.0,,,
SDP,,,,,,,,"K: 50, 4th: 41",enrollment,,School,SDP: Santo Domingo Elementary School,2018-19,,,,239.0,,,
Yurok,,,,,,,,"K: 22, 4th: 14",enrollment,,School,Yurok: O Me-nok Learning Center,2018-19,,,,96.0,,,
NC,,,,,,,,"K: 43, 4th: 45",enrollment,,School,NC: Lame Deer Elementary School,2017-18,,,,309.0,,,
Yurok,,,,,,,,,reading_log,,Head Start,Yurok: 3 Yurok Tribe Head Start Sites,2024-04,,,,,420.0,9.0,
EBCI,,,,,,,,,reading_log,,School Library,EBCI: Cherokee Elementary School,2023-03,,,,,460.0,23.0,
Lumbee,,,,,,,,,reading_log,,School Library,Lumbee: Pembroke Elementary School,2023-03,,,,,340.0,17.0,
EBCI,,,,,,,,,reading_log,,School Library,EBCI: Cherokee Elementary School,2023-04,,,,,1200.0,57.0,
Lumbee,,,,,,,,,reading_log,,School Library,Lumbee: Pembroke Elementary School,2023-04,,,,,1380.0,69.0,
EBCI,,,,,,,,,reading_log,,School Library,EBCI: Cherokee Elementary School,2023-05,,,,,1160.0,41.0,
Lumbee,,,,,,,,,reading_log,,School Library,Lumbee: Pembroke Elementary School,2023-05,,,,,360.0,18.0,
Lumbee,,,,,,,,,reading_log,,School Library,Lumbee: Pembroke Elementary School,2023-08,,,,,340.0,17.0,
EBCI,,,,,,,,,reading_log,,School Library,EBCI: Cherokee Elementary School,2023-09,,,,,1580.0,79.0,
EBCI,,,,,,,,"K -2, 1st - 10, 2nd - 27, 3rd - 2",reading_log,,School Library,EBCI: Cherokee Elementary School,2024-01,,,,,857.0,41.0,
EBCI,,,,,,,,"K -5, 1st - 15, 2nd - 35, 3rd- 4",reading_log,,School Library,EBCI: Cherokee Elementary School,2024-02,,,,,988.0,59.0,
EBCI,,,,,,,,"K-0, 1st -10, 2nd -27, 3rd -5",reading_log,,School Library,EBCI: Cherokee Elementary School,2024-03,,,,,1074.0,42.0,
EBCI,,,,,,,,"K-0, 1st -15, 2nd -31, 3rd -4",reading_log,,School Library,EBCI: Cherokee Elementary School,2024-04,,,,,1766.0,50.0,
EBCI,,,,,,,,"K-0, 1st - 21, 2nd - 52, 3rd - 1",reading_log,,School Library,EBCI: Cherokee Elementary School,2024-05,,,,,2212.0,74.0,
EBCI,,,,,,,,,reading_log,,School Library,EBCI: Cherokee Elementary School,2024-09,,,,,2275.0,73.0,
NC,,,,,,,,"35 enrolled in summer reading program, 15 completed",reading_log,,Public/Tribal Library,NC: Woodenlegs Library,Summer2024,,,,,154.0,15.0,
EBCI,,,,,,,,,dissemination,,Head Start LFL,EBCI: Qualla Boundary Head Start,,,,,,,,838.0
Lumbee,,,,,,,,,dissemination,,Head Start LFL,Lumbee: Pembroke Head Start,,,,,,,,3259.0
NC,,,,,,,,,dissemination,,Head Start LFL,NC: Lame Deer Head Start,,,,,,,,80.0
SDP,,,,,,,,,dissemination,,Head Start LFL,SDP: Santo Domingo Pueblo Head Start,,,,,,,,10100.0
Yurok,,,,,,,,,dissemination,,Head Start LFL,Yurok: Ke'pel Head Start,,,,,,,,531.0
ALL,,,,,,,,,dissemination,,Head Start LFL,TOTAL,,,,,,,,14808.0
EBCI,,,,,,,,,dissemination,,Elementary School LFL,EBCI: Cherokee Elementary School,,,,,,,,2860.0
Lumbee,,,,,,,,,dissemination,,Elementary School LFL,Lumbee: Pembroke Elementary School,,,,,,,,3366.0
NC,,,,,,,,,dissemination,,Elementary School LFL,NC: Lame Deer Elementary School,,,,,,,,5950.0
SDP,,,,,,,,,dissemination,,Elementary School LFL,SDP: Santo Domingo Elementary School,,,,,,,,653.0
Yurok,,,,,,,,,dissemination,,Elementary School LFL,Yurok: O Me-nok Learning Center,,,,,,,,603.0
ALL,,,,,,,,,dissemination,,Elementary School LFL,TOTAL,,,,,,,,13432.0
EBCI,,,,,,,,,dissemination,,Public/Tribal Library or Community LFL,EBCI: Snowbird Community Library,,,,,,,,778.0
Lumbee,,,,,,,,,dissemination,,Public/Tribal Library or Community LFL,Lumbee: Pembroke Boys & Girls Club,,,,,,,,2944.0
NC,,,,,,,,,dissemination,,Public/Tribal Library or Community LFL,NC: Woodenlegs Library,,,,,,,,637.0
SDP,,,,,,,,,dissemination,,Public/Tribal Library or Community LFL,SDP: Santo Domingo Pueblo Public Library,,,,,,,,760.0
Yurok,,,,,,,,,dissemination,,Public/Tribal Library or Community LFL,Yurok: Boys & Girls Club LFL,,,,,,,,72.0
ALL,,,,,,,,,dissemination,,Public/Tribal Library or Community LFL,TOTAL,,,,,,,,5191.0
EBCI,,,,,,,,,dissemination,,Free Book Fairs / Book Giveaways,EBCI,,,,,,,,3025.0
Lumbee,,,,,,,,,dissemination,,Free Book Fairs / Book Giveaways,Lumbee,,,,,,,,2741.0
NC,,,,,,,,,dissemination,,Free Book Fairs / Book Giveaways,NC,,,,,,,,2935.0
SDP,,,,,,,,,dissemination,,Free Book Fairs / Book Giveaways,SDP,,,,,,,,1600.0
Yurok,,,,,,,,,dissemination,,Free Book Fairs / Book Giveaways,Yurok,,,,,,,,8277.0
ALL,,,,,,,,,dissemination,,Free Book Fairs / Book Giveaways,TOTAL,,,,,,,,18578.0
EBCI,,,,,,,,,dissemination,,Take Home Cardboard Library Boxes and Stickers,EBCI,,,,,,,,560.0
Lumbee,,,,,,,,,dissemination,,Take Home Cardboard Library Boxes and Stickers,Lumbee,,,,,,,,400.0
NC,,,,,,,,,dissemination,,Take Home Cardboard Library Boxes and Stickers,NC,,,,,,,,400.0
SDP,,,,,,,,,dissemination,,Take Home Cardboard Library Boxes and Stickers,SDP,,,,,,,,400.0
Yurok,,,,,,,,,dissemination,,Take Home Cardboard Library Boxes and Stickers,Yurok,,,,,,,,216.0
ALL,,,,,,,,,dissemination,,Take Home Cardboard Library Boxes and Stickers,TOTAL,,,,,,,,1976.0
