partner,source_sheet,section,entity,metric,student_group,school_year,value,notes
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,State of New Mexico,Overall Reading Proficiency (Grades 3-8),All Students,2024-25,0.431,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Santo Domingo Elementary,Overall Reading Proficiency (Grades 3-5),NA Students,2022-23,0.08,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Santo Domingo Elementary,Overall Reading Proficiency (Grades 3-5),NA Students,2023-24,0.2,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Santo Domingo Elementary,Overall Reading Proficiency (Grades 3-5),NA Students,2024-25,19.3.%,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Bernalillo Public Schools,Overall Reading Proficiency (Grades 3-8),NA Students,2022-23,0.19,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Bernalillo Public Schools,Overall Reading Proficiency (Grades 3-8),NA Students,2023-24,0.21,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Bernalillo Public Schools,Overall Reading Proficiency (Grades 3-8),NA Students,2024-25,0.242,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,State of New Mexico,Overall Reading Proficiency (Grades 3-8),NA Students,2022-23,0.23,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,State of New Mexico,Overall Reading Proficiency (Grades 3-8),NA Students,2023-24,0.253,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,State of New Mexico,Overall Reading Proficiency (Grades 3-8),NA Students,2024-25,0.299,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Santo Domingo Elementary,All Student Test Participation (Grades 3-8),,2022-23,	≥ 98.0%,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Santo Domingo Elementary,All Student Test Participation (Grades 3-8),,2023-24,≥ 98.0%,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Santo Domingo Elementary,All Student Test Participation (Grades 3-8),,2024-25,	≥ 95.0%,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Santo Domingo Elementary,NA Student Test Participation (Grades 3-8),,2022-23,	≥ 98.0%,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Santo Domingo Elementary,NA Student Test Participation (Grades 3-8),,2023-24,	≥ 95.0%,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Santo Domingo Elementary,NA Student Test Participation (Grades 3-8),,2024-25,	≥ 95.0%,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Santo Domingo Elementary,Total Student Enrollment,,2022-23,246,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Santo Domingo Elementary,Total Student Enrollment,,2023-24,217,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Santo Domingo Elementary,Total Student Enrollment,,2024-25,207,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2022-23,43,Data collected from the NCES Elementary/Secondary Information System (ElSi) tableGenerator
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2023-24,33,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2024-25,27,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2022-23,42,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2023-24,40,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2024-25,42,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,AI/AN Student Enrollment,AI/AN Student Enrollment,,2022-23,241,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,AI/AN Student Enrollment,AI/AN Student Enrollment,,2023-24,207,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,AI/AN Student Enrollment,AI/AN Student Enrollment,,2024-25,182,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Total Student Enrollment,Total Student Enrollment,,2022-23,246,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Total Student Enrollment,Total Student Enrollment,,2023-24,220,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Total Student Enrollment,Total Student Enrollment,,2024-25,206,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),All Students,,2018-19,0.25,"Some data gathered from California School Dashboard:
2019-20 
2020-21
2021-22
2022-23
2023-24
2024-25
2025-56"
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),All Students,,2019-20,--,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),All Students,,2020-21,--,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),All Students,,2021-22,*,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),All Students,,2022-23,0.0667,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),All Students,,2023-24,0.1538,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),All Students,,2024-25,0.1764,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),All Students,,2018-19,12,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),All Students,,2019-20,--,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),All Students,,2020-21,0,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),All Students,,2021-22,10,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),All Students,,2022-23,15,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),All Students,,2023-24,13,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),All Students,,2024-25,17,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),AI/AN Students,,2018-19,*,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),AI/AN Students,,2019-20,--,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),AI/AN Students,,2020-21,--,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),AI/AN Students,,2021-22,*,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),AI/AN Students,,2022-23,*,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),AI/AN Students,,2023-24,*,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),AI/AN Students,,2024-25,*,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),AI/AN Students,,2018-19,7,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),AI/AN Students,,2019-20,--,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),AI/AN Students,,2020-21,0,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),AI/AN Students,,2021-22,7,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),AI/AN Students,,2022-23,9,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),AI/AN Students,,2023-24,8,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),AI/AN Students,,2024-25,9,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),All Students,,2018-19,0.2121,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),All Students,,2019-20,--,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),All Students,,2020-21,--,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),All Students,,2021-22,--,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),All Students,,2022-23,0.0233,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),All Students,,2023-24,0.102,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),All Students,,2024-25,0.0976,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),All Students,,2025-26,0.1633,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),AI/AN Students,,2018-19,0.15,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),AI/AN Students,,2019-20,--,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),AI/AN Students,,2020-21,--,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),AI/AN Students,,2021-22,--,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),AI/AN Students,,2022-23,0.0345,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),AI/AN Students,,2023-24,0.069,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),AI/AN Students,,2024-25,0,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),AI/AN Students,,2025-26,0.037,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),All Students,,2018-19,0.9429,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),All Students,,2019-20,--,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),All Students,,2020-21,--,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),All Students,,2021-22,--,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),All Students,,2022-23,0.9556,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),All Students,,2023-24,1,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),All Students,,2024-25,0.9535,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),All Students,,2025-26,0.98,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),AI/AN Students,,2018-19,0.9524,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),AI/AN Students,,2019-20,--,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),AI/AN Students,,2020-21,--,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),AI/AN Students,,2021-22,--,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),AI/AN Students,,2022-23,0.9355,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),AI/AN Students,,2023-24,1,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),AI/AN Students,,2024-25,0.9583,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),AI/AN Students,,2025-26,1,
Yurok,New Yurok Reading Data,,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2018-19,17,
Yurok,New Yurok Reading Data,,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2019-20,22,
Yurok,New Yurok Reading Data,,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2020-21,24,
Yurok,New Yurok Reading Data,,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2021-22,23,
Yurok,New Yurok Reading Data,,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2022-23,18,
Yurok,New Yurok Reading Data,,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2023-24,11,
Yurok,New Yurok Reading Data,,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2024-25,17,
Yurok,New Yurok Reading Data,,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2025-26,18,
Yurok,New Yurok Reading Data,,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2018-19,11,
Yurok,New Yurok Reading Data,,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2019-20,14,
Yurok,New Yurok Reading Data,,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2020-21,7,
Yurok,New Yurok Reading Data,,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2021-22,18,
Yurok,New Yurok Reading Data,,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2022-23,11,
Yurok,New Yurok Reading Data,,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2023-24,15,
Yurok,New Yurok Reading Data,,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2024-25,16,
Yurok,New Yurok Reading Data,,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2025-26,17,
Yurok,New Yurok Reading Data,,AI/AN Student Enrollment,AI/AN Student Enrollment,,2018-19,62,
Yurok,New Yurok Reading Data,,AI/AN Student Enrollment,AI/AN Student Enrollment,,2019-20,65,
Yurok,New Yurok Reading Data,,AI/AN Student Enrollment,AI/AN Student Enrollment,,2020-21,68,
Yurok,New Yurok Reading Data,,AI/AN Student Enrollment,AI/AN Student Enrollment,,2021-22,75,
Yurok,New Yurok Reading Data,,AI/AN Student Enrollment,AI/AN Student Enrollment,,2022-23,64,
Yurok,New Yurok Reading Data,,AI/AN Student Enrollment,AI/AN Student Enrollment,,2023-24,56,
Yurok,New Yurok Reading Data,,AI/AN Student Enrollment,AI/AN Student Enrollment,,2024-25,50,
Yurok,New Yurok Reading Data,,AI/AN Student Enrollment,AI/AN Student Enrollment,,2025-26,49,
Yurok,New Yurok Reading Data,,Total Student Enrollment,Total Student Enrollment,,2018-19,92,
Yurok,New Yurok Reading Data,,Total Student Enrollment,Total Student Enrollment,,2019-20,96,
Yurok,New Yurok Reading Data,,Total Student Enrollment,Total Student Enrollment,,2020-21,107,
Yurok,New Yurok Reading Data,,Total Student Enrollment,Total Student Enrollment,,2021-22,104,
Yurok,New Yurok Reading Data,,Total Student Enrollment,Total Student Enrollment,,2022-23,98,
Yurok,New Yurok Reading Data,,Total Student Enrollment,Total Student Enrollment,,2023-24,95,
Yurok,New Yurok Reading Data,,Total Student Enrollment,Total Student Enrollment,,2024-25,95,
Yurok,New Yurok Reading Data,,Total Student Enrollment,Total Student Enrollment,,2025-26,86,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,ELA – Percent Proficient or Advanced (Grades 3-6),All Students,,2017-18,0.05,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,ELA – Percent Proficient or Advanced (Grades 3-6),All Students,,2018-19,0.03,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,ELA – Percent Proficient or Advanced (Grades 3-6),All Students,,2019-20,--,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,ELA – Percent Proficient or Advanced (Grades 3-6),All Students,,2020-21,0.02,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,ELA – Percent Proficient or Advanced (Grades 3-6),All Students,,2021-22,0.03,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,ELA – Percent Proficient or Advanced (Grades 3-6),All Students,,2022-23,0.02,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,ELA – Percent Proficient or Advanced (Grades 3-6),All Students,,2023-24,0.01,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,ELA – Percent Proficient or Advanced (Grades 3-6),All Students,,2024-25,0.02,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2017-18,43,Data collected from the NCES Elementary/Secondary Information System (ElSi) tableGenerator
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2018-19,53,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2019-20,54,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2020-21,21,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2021-22,38,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2022-23,42,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2023-24,43,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2024-25,40,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2017-18,45,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2018-19,40,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2019-20,47,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2020-21,38,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2021-22,39,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2022-23,33,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2023-24,53,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2024-25,37,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2017-18,293,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2018-19,300,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2019-20,299,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2020-21,278,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2021-22,271,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2022-23,278,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2023-24,295,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2024-25,263,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2017-18,309,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2018-19,315,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2019-20,312,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2020-21,287,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2021-22,280,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2022-23,293,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2023-24,309,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2024-25,278,
